party_id,party_name,party_description
PP618,People's Voice,Blaenau Gwent
PP618,People's Voice,Torfaen
PP618,People's Voice,Blaenau Gwent Peoples Voice
PP620,British Right Alliance,
PP620,British Right Alliance,"Your Neighbour, Our Neighbourhood"
PP620,British Right Alliance,Cutting your council tax bill
PP620,British Right Alliance,"For Britain, For You"
PP620,British Right Alliance,No to the death tax!
PP620,British Right Alliance,Positive about Britain
PP620,British Right Alliance,Ending the political gravy trains
PP620,British Right Alliance,Illegal immigration: it's a crime
PP620,British Right Alliance,"No to Euro, No to Europe"
PP620,British Right Alliance,Planning: listening to you
PP620,British Right Alliance,Getting serious on sentencing
PP620,British Right Alliance,"Regional assemblies: unelected, unaccountable, unfair"
PP620,British Right Alliance,"Your pension, Your Future"
PP625,Ashtead Independents,
PP625,Ashtead Independents,"Ashtead Independents, working with Ashtead Residents"
PP625,Ashtead Independents,"Ashtead Independents, working for Ashtead Residents"
PP625,Ashtead Independents,"Ashtead Independent, working with Ashtead Residents"
PP625,Ashtead Independents,"Ashtead Independent, working for Ashtead Residents"
PP625,Ashtead Independents,"Ashtead Independents - local people, local issues"
PP625,Ashtead Independents,"Ashtead Independent - local resident, local issues"
PP625,Ashtead Independents,Ashtead Independent
PP625,Ashtead Independents,Ashtead Independents
PP649,Unity For Peace And Socialism,
PP656,The Southampton Save Our Services Party,
PP687,Carmarthenshire Ratepayers' Association,
PP2168,The Party Party,
PP2269,Class War,
PP2269,Class War,50% Mansion Tax
PP2269,Class War,Abolish the monarchy
PP2269,Class War,Abolish all public schools
PP2269,Class War,"Double dole, double pension, double benefits"
PP2269,Class War,Affordable housing for all
PP2295,Fermanagh Against Fracking,
PP2295,Fermanagh Against Fracking,"Defend our health, jobs and environment"
PP2295,Fermanagh Against Fracking,"For public health, not private profit"
PP2295,Fermanagh Against Fracking,Keep our county frack-free!
PP100,Natural Law Party,
PP352,The New Party,
PP799,Reduce Tax On Beer,
PP799,Reduce Tax On Beer,Save British Pubs
PP799,Reduce Tax On Beer,Save British Beer
PP799,Reduce Tax On Beer,Save British Brewing
PP799,Reduce Tax On Beer,Save Local Pubs
PP799,Reduce Tax On Beer,Keep your local pub alive
PP2121,District First,
PP2121,District First,doing exactly what it says
PP163,West Ewell and Ruxley Residents Association,
PP339,Local Community Party (L.C.P.),
PP459,Pride In Paisley Party,
PP461,Short Fat Solicitor Party,
PP543,Merthyr Independents,
PP675,Elm Park Residents' Association,
PP694,The Free England Party,
PP694,The Free England Party,We are a Voice for England
PP694,The Free England Party,Independence for England Now!
PP694,The Free England Party,Vote for an Independent England
PP694,The Free England Party,"Free England Party: ""Quit Europe Now!"""
PP694,The Free England Party,"Free England Party: ""Independence for England"""
PP694,The Free England Party,"Vote ""Au Revoir"" to Europe Now!"
PP694,The Free England Party,Vote for the English Parliament Now!
PP694,The Free England Party,"Free England Party: ""Speaks for England!"""
PP694,The Free England Party,Vote for the Commonwealth of England
PP694,The Free England Party,Free England: England's premier nationalist party
PP694,The Free England Party,Free England Party: Serious about England
PP694,The Free England Party,Free England Party: Fairness for England
PP714,Campaign for Independent Politicians,
PP721,PLC Party,
PP721,PLC Party,Complete Overhaul of the Welfare State
PP733,Lincolnshire Independents Lincolnshire First,
PP733,Lincolnshire Independents Lincolnshire First,"Lincolnshire Independents, Lincolnshire First"
PP733,Lincolnshire Independents Lincolnshire First,Lincolnshire Independents
PP733,Lincolnshire Independents Lincolnshire First,"Lincolnshire Independents, putting Lincolnshire People First"
PP733,Lincolnshire Independents Lincolnshire First,Lincolnshire Independents - Lincoln
PP733,Lincolnshire Independents Lincolnshire First,Lincolnshire Independents - Giving Boston a Voice
PP733,Lincolnshire Independents Lincolnshire First,Lincolnshire Independents - Sleaford
PP733,Lincolnshire Independents Lincolnshire First,"Lincolnshire Independent, Lincolnshire First"
PP733,Lincolnshire Independents Lincolnshire First,Lincolnshire Independents - South Holland
PP733,Lincolnshire Independents Lincolnshire First,Lincolnshire Independents - North Kesteven
PP733,Lincolnshire Independents Lincolnshire First,Lincolnshire Independents - South Kesteven
PP745,The Citizens' Action Party (UK),
PP745,The Citizens' Action Party (UK),The Citizens' Action Party (UK)
PP745,The Citizens' Action Party (UK),Citizens' Action Party (Weymouth/Portland)
PP745,The Citizens' Action Party (UK),The Citizens' Action Party (Dorset)
PP745,The Citizens' Action Party (UK),The Citizens' Action Party (South West)
PP745,The Citizens' Action Party (UK),The Citizens' Action Party (South East)
PP745,The Citizens' Action Party (UK),The Citizens' Action Party (East Anglia)
PP745,The Citizens' Action Party (UK),The Citizens' Action Party (East Midlands)
PP745,The Citizens' Action Party (UK),The Citizens' Action Party (West Midlands)
PP745,The Citizens' Action Party (UK),The Citizens' Action Party (North West)
PP745,The Citizens' Action Party (UK),The Citizens' Action Party (North East)
PP745,The Citizens' Action Party (UK),The Citizens' Action Party (Scotland)
PP745,The Citizens' Action Party (UK),The Citizens' Action Party (Wales)
PP771,RAW UK,
PP771,RAW UK,A Country Once Proud
PP771,RAW UK,Bringing Back A Social Consciousness
PP776,Abolish Half Parliamentary Seats Now,
PP783,Communities United Party,
PP666,A Strong Voice For Clydebank,
PP748,The Individuals Labour and Tory (TILT),
PP748,The Individuals Labour and Tory (TILT),WHIG
PP748,The Individuals Labour and Tory (TILT),I Party
PP748,The Individuals Labour and Tory (TILT),TILT
PP748,The Individuals Labour and Tory (TILT),English TILT
PP748,The Individuals Labour and Tory (TILT),London Individuals Labour and Tory Party
PP748,The Individuals Labour and Tory (TILT),English Individuals Labour and Tory tilt
PP2303,The North East Party,
PP2303,The North East Party,Standing Up For North East England
PP667,Direct Democracy (Communist) Party,
PP667,Direct Democracy (Communist) Party,"Production, distribution, communication - owned in common"
PP667,Direct Democracy (Communist) Party,"Fully automated-continuous production, transportation, communication"
PP667,Direct Democracy (Communist) Party,Party of proletarians - of communists
PP667,Direct Democracy (Communist) Party,Defeat the bourgeoisie - present day barbarians
PP667,Direct Democracy (Communist) Party,Make machines slave to men
PP667,Direct Democracy (Communist) Party,Achieve abundance - get rid of money
PP667,Direct Democracy (Communist) Party,Party of Stalin - of building communism
PP667,Direct Democracy (Communist) Party,Party of World Proletarians - World Communists
PP667,Direct Democracy (Communist) Party,Party of Direct Democracy - of abundance
PP802,Mainstream Party,
PP802,Mainstream Party,Mainstream Party
PP802,Mainstream Party,Mainstream Independent Party
PP802,Mainstream Party,Mainstream Party of Scotland
PP802,Mainstream Party,Mainstream GB
PP802,Mainstream Party,GB Mainstream Party
PP802,Mainstream Party,Mainstream UK
PP802,Mainstream Party,UK Mainstream Party
PP802,Mainstream Party,Mainstream
PP802,Mainstream Party,Mainstream Scotland
PP802,Mainstream Party,Scottish Mainstream Party
PP807,European Nationalists,
PP807,European Nationalists,EN - Consult the people
PP807,European Nationalists,EN - One referendum
PP807,European Nationalists,EN - One referendum per issue
PP807,European Nationalists,EN - Dignity through industry
PP807,European Nationalists,EN - Train our youth
PP807,European Nationalists,EN - Europe has finite resources
PP807,European Nationalists,EN - Stop the Barcelona process
PP807,European Nationalists,EN - Referendum for Lisbon Treaty
PP807,European Nationalists,EN - Stop enlargement
PP807,European Nationalists,EN - Restore European democracy
PP807,European Nationalists,EN - Democracy not federalism
PP807,European Nationalists,EN - Financial transparency
PP2582,Stamford Group of Independents,
PP2582,Stamford Group of Independents,Group of Stamford Independents
PP2695,New Dawn,
PP2695,New Dawn,National Federation
PP2695,New Dawn,British Unity
PP2695,New Dawn,The Right Party
PP2695,New Dawn,New Dawn Party Candidate
PP2695,New Dawn,New Dawn: The Right Party
PP2695,New Dawn,Northern Patriotic Front
PP2695,New Dawn,Western Spring
PP2695,New Dawn,New Dawn Party
PP2695,New Dawn,New Dawn Party - Local Candidate
PP2695,New Dawn,New Dawn Party - Community Candidate
PP2695,New Dawn,British Union
PP182,Ulster Democratic Party,
PP271,Mid and West Wales Pensioners,
PP295,New England Party,
PP372,Free Scotland Party [FSP],
PP466,Humanitas,
PP548,Save Sloane Square,
PP699,Generalist Party,
PP757,The Pensioners and Families Party,
PP757,The Pensioners and Families Party,Pensioners and Families Party UK
PP769,The Bragster Party,
PP769,The Bragster Party,Victory is sweet
PP769,The Bragster Party,We dare you!
PP769,The Bragster Party,The right to brag
PP769,The Bragster Party,Make brags not war!
PP788,The Cornish Democrats,
PP788,The Cornish Democrats,The Cornish Democrats
PP788,The Cornish Democrats,Cornish Democrats
PP788,The Cornish Democrats,Cornish Democrats: Clean Politics - Fresh Start
PP788,The Cornish Democrats,Cornish Democrats: British Politics - Cornish Accent
PP788,The Cornish Democrats,Cornish Democrats. Modern Politics - Traditional Values
PP788,The Cornish Democrats,Cornish Democrats: Advance Cornwall!
PP788,The Cornish Democrats,Cornish Democrats: Let Cornwall Prosper
PP788,The Cornish Democrats,Cornish Democrats: For Proper Jobs
PP788,The Cornish Democrats,Cornish Democrats: For A Better Cornwall
PP788,The Cornish Democrats,Cornish Democrats: For A Stronger Cornwall
PP788,The Cornish Democrats,Cornish Democrats: Representing Cornwall
PP795,Keep Bucks Blue,
PP795,Keep Bucks Blue,Keep Bucks Blue
PP795,Keep Bucks Blue,No More Flipping
PP795,Keep Bucks Blue,"No more flipping, no more troughing"
PP803,Cambridge Socialists,
PP803,Cambridge Socialists,"Defend Jobs, Services and the Environment"
PP803,Cambridge Socialists,No Public Service Cuts
PP803,Cambridge Socialists,We won't pay for their crisis
PP803,Cambridge Socialists,Defend Cambridge Services
PP803,Cambridge Socialists,Make the Bankers Pay
PP803,Cambridge Socialists,Another Cambridge is Possible
PP808,European Nationalists,
PP808,European Nationalists,EN - Consult the people
PP808,European Nationalists,EN - One referendum
PP808,European Nationalists,EN - One referendum per issue
PP808,European Nationalists,EN - Dignity through industry
PP808,European Nationalists,EN - Train our youth
PP808,European Nationalists,EN - Europe has finite resources
PP808,European Nationalists,EN - Stop the Barcelona process
PP808,European Nationalists,EN - Referendum for Lisbon Treaty
PP808,European Nationalists,EN - Stop enlargement
PP808,European Nationalists,EN - Restore European democracy
PP808,European Nationalists,EN - Democracy not federalism
PP808,European Nationalists,EN - Financial transparency
PP815,Centre Democrats,
PP815,Centre Democrats,Centre Democrats
PP815,Centre Democrats,Centre Democrats - Everyone Counts
PP860,The U(niversal) Party,
PP860,The U(niversal) Party,U(niversal)
PP860,The U(niversal) Party,Universal
PP705,Cut Tax on Petrol and Diesel,
PP750,Fair Pay Fair Trade Party,
PP750,Fair Pay Fair Trade Party,Equal Global Pay
PP750,Fair Pay Fair Trade Party,Import only fair pay products
PP750,Fair Pay Fair Trade Party,Subsidised and free Public transport
PP750,Fair Pay Fair Trade Party,Prisons do not work
PP750,Fair Pay Fair Trade Party,Punishment does not work
PPm2101,Yarm Residents Association,
PP357,Isle of Wight Party,
PP2037,Orkney Manifesto Group,
PP2335,Wigan Real Labour,
PP2335,Wigan Real Labour,Make real decisions for real people
PP2335,Wigan Real Labour,Supporting families and meeting their needs
PP2335,Wigan Real Labour,Standing strong for the working classes
PP2335,Wigan Real Labour,Wigan jobs for Wigan people first
PP2335,Wigan Real Labour,"Wigan businesses first here, not contractors"
PP2335,Wigan Real Labour,"Standing for all, young, old, vulnerable"
PP2335,Wigan Real Labour,"Listening to you, talk to us!"
PP2335,Wigan Real Labour,"Real lives, real people, real Labour"
PP2335,Wigan Real Labour,Real health services meeting real needs
PP2335,Wigan Real Labour,"Real Labour, Real education, Real apprenticeships"
PP2335,Wigan Real Labour,"Real skills, real jobs, real opportunities"
PP6673,Abolish the Scottish Parliament Party,
PP6673,Abolish the Scottish Parliament Party,Abolish Scottish Parliament - Services not Salaries
PP6673,Abolish the Scottish Parliament Party,Abolish Scottish Parliament - Maintain the Union
PP6673,Abolish the Scottish Parliament Party,Abolish Scottish Parliament - No Second Referendum
PP6673,Abolish the Scottish Parliament Party,Abolish Scottish Parliament - We've Had Enough
PP6717,East Leeds Independents Party,
PP6717,East Leeds Independents Party,East Leeds Independents
PP67,Alliance For Green Socialism,
PP67,Alliance For Green Socialism,Alliance For Green Socialism - Save NHS
PP67,Alliance For Green Socialism,Alliance for Green Socialism - Save Homes
PP67,Alliance For Green Socialism,Alliance For Green Socialism - Save Schools
PP67,Alliance For Green Socialism,Environmental Socialists
PP67,Alliance For Green Socialism,Socialism & Environment
PP67,Alliance For Green Socialism,Left & Environment
PP67,Alliance For Green Socialism,Ecological Socialists
PP67,Alliance For Green Socialism,Green Socialists
PP67,Alliance For Green Socialism,Left Green Alliance
PP67,Alliance For Green Socialism,Socialism & Planet
PP67,Alliance For Green Socialism,No Bedroom Tax
PP67,Alliance For Green Socialism,"No Bedroom Tax, Build Council Houses"
PP156,The People's Progressive Party,
PP187,Get London Moving Party,
PP257,"Tidworth, Perham and Ludgershall Residents' Association",
PP269,UK Social and Countryside Party,
PP276,All Scotland Pensioners Party,
PP276,All Scotland Pensioners Party,Scottish Senior Citizens Uniting Pensioners
PP276,All Scotland Pensioners Party,Alliance of Scots Greys
PP276,All Scotland Pensioners Party,Scottish Senior Citizens And Pensioners
PP276,All Scotland Pensioners Party,All Scotland Senior Citizens Party
PP276,All Scotland Pensioners Party,Scottish Senior Citizens Party
PP276,All Scotland Pensioners Party,Alliance Grey Energy (AGE)
PP276,All Scotland Pensioners Party,Pensioners Party (Scotland)
PP276,All Scotland Pensioners Party,Pensioners (SSCUP)
PP276,All Scotland Pensioners Party,Abolish Pensioner Poverty
PP315,Wirral Independent Network,
PP423,Hackney Independent,
PP6713,Aspire,
PP6718,Save Our Beeston and Holbeck Independents,
PP87,National Democrats,
PP6719,United Kingdom Veterans' and People's Party,
PP6719,United Kingdom Veterans' and People's Party,UK Veterans’ and People’s Party
PP6721,United Kingdom Veterans' and People's Party,
PP6721,United Kingdom Veterans' and People's Party,UK Veterans’ and People’s Party
PP2430,The Commonwealth Liberation Party,
PP2430,The Commonwealth Liberation Party,Voice of Liberation
PP2512,Rochdale First Party,
PP2550,Village Voice,
PP2550,Village Voice,Only working for you
PP2550,Village Voice,"No politics, just Peasedown"
PP2550,Village Voice,Standing up for Peasedown
PP2550,Village Voice,Making Peasedown our priority
PP2601,East Wycombe Independent Party,
PP2601,East Wycombe Independent Party,East Wycombe Independent Candidate
PP2601,East Wycombe Independent Party,Independent Candidate for Micklefield
PP2601,East Wycombe Independent Party,Independent Candidate for Totteridge
PP2601,East Wycombe Independent Party,Independent Candidate for Bowerdean
PP2601,East Wycombe Independent Party,Independent Candidate for your community
PP2601,East Wycombe Independent Party,Working for Bowerdean all year round
PP2601,East Wycombe Independent Party,Working for Micklefield all year round
PP2601,East Wycombe Independent Party,Working for Totteridge all year round
PP2601,East Wycombe Independent Party,East Wycombe Independents working for Micklefield
PP2601,East Wycombe Independent Party,East Wycombe Independents working for Totteridge
PP2601,East Wycombe Independent Party,East Wycombe Independents working for Bowerdean
PP105,British National Party,
PP105,British National Party,British National Party
PP105,British National Party,British National Party Local People First
PP105,British National Party,Because we care
PP105,British National Party,Because you care
PP105,British National Party,Because we can make Britain better
PP105,British National Party,Because we can make England better
PP105,British National Party,Because we can make Scotland better
PP105,British National Party,Because we can make Wales better
PP105,British National Party,British National Party - Plaid Cenedlaethol Prydeinig
PP105,British National Party,Because the English have rights too
PP105,British National Party,At the heart of our community
PP105,British National Party,British jobs for British workers
PP369,Llais Ceredigion,
PP371,Your Party,
PP597,the independence index,
PP681,Fur Play Party,
PP2049,Marylebone Residents,
PP2049,Marylebone Residents,Fighting for Spaces for People
PP2619,Scottish Democratic Meritocracy Party,
PP2619,Scottish Democratic Meritocracy Party,Scottish Meritocracy Party
PP2619,Scottish Democratic Meritocracy Party,Equal Opportunity For Every Child
PP2619,Scottish Democratic Meritocracy Party,A Pro-Scottish Independence Party
PP2619,Scottish Democratic Meritocracy Party,Fair Opportunity Based Only On Merit
PP2619,Scottish Democratic Meritocracy Party,Building A Fairer Society
PP2619,Scottish Democratic Meritocracy Party,Social Justice For All
PP2619,Scottish Democratic Meritocracy Party,Sustainable Energies Over Fossil Fuels
PP2619,Scottish Democratic Meritocracy Party,Protecting Gaelic Language and Culture
PP2619,Scottish Democratic Meritocracy Party,Ridding Scotland Of Nuclear Weapons
PP2619,Scottish Democratic Meritocracy Party,Looking After Scotland's Environment
PP2619,Scottish Democratic Meritocracy Party,Fighting For Scotland's Citizen's Rights
PP2619,Scottish Democratic Meritocracy Party,Changing The System From The Inside
PP74,Residents Associations of Epsom and Ewell,
PP74,Residents Associations of Epsom and Ewell,Residents Association of Epsom and Ewell
PP74,Residents Associations of Epsom and Ewell,Woodcote (Epsom) Residents Society
PP74,Residents Associations of Epsom and Ewell,Nonsuch Residents' Association Candidate
PP74,Residents Associations of Epsom and Ewell,Nonsuch Independent Residents' Association Candidate
PP74,Residents Associations of Epsom and Ewell,College Ward Residents Association Candidate
PP74,Residents Associations of Epsom and Ewell,Town Ward Residents' Association Candidate
PP74,Residents Associations of Epsom and Ewell,Ewell Village Residents Association Candidate
PP341,Rochford District Residents,
PP341,Rochford District Residents,Rochford District Residents Candidate
PP377,Association of Bedfordshire Citizens,
PP389,Stop! Durrington's Overdevelopment - Save Titnores' Trees,
PP409,The English New Deal Alliance,
PP411,Socialist Unity,
PP411,Socialist Unity,Left Unity
PP442,The Publican Party,
PP442,The Publican Party,Publican Party - Smoking Room In Pubs
PP246,Chigwell Residents,
PP6481,The Centrist Party,
PP6481,The Centrist Party,The Centrist Party: Equality of opportunity
PP6481,The Centrist Party,The Centrist Party: Centre political party
PP6671,Legacy,
PP724,British People's Alliance,
PP2618,The Principles of Politics Party,
PP2618,The Principles of Politics Party,A future worth fighting for.
PP2618,The Principles of Politics Party,Never mind the buzzwords.
PP2618,The Principles of Politics Party,"Turn on, tune in, pop out."
PP2625,The UK Progressive Democracy Party,
PP2644,The Beverley Party,
PP2649,The Sensible Party,
PP244,The Holland-on-Sea Residents' Association,
PP600,Socialist Studies Party (1904),
PP895,Community Voice,
PP895,Community Voice,Your Community Voice Working Together
PP1969,Patria,
PP1969,Patria,We Dare
PP1969,Patria,Our People First and Always
PP1969,Patria,Defend the Nation
PP1969,Patria,Land and People
PP2708,National Front,
PP79,Christian Peoples Alliance,
PP79,Christian Peoples Alliance,Cynghrair Pobl Gristnogol
PP79,Christian Peoples Alliance,Christian Peoples Alliance - Cynghrair Pobl Gristnogol
PP79,Christian Peoples Alliance,Christian Ticket
PP79,Christian Peoples Alliance,Christian List
PP79,Christian Peoples Alliance,The Christian Choice
PP79,Christian Peoples Alliance,Christian Peoples Alliance - Supporting Traditional Marriage
PP194,The Millennium Council,
PP238,Rainham Resident's Association,
PP238,Rainham Resident's Association,Rainham Residents Group
PP238,Rainham Resident's Association,Rainham & Wennington Residents Association
PP238,Rainham Resident's Association,Rainham & Wennington Residents Group
PP238,Rainham Resident's Association,Rainham Independent Residents Group
PP238,Rainham Resident's Association,Rainham & Wennington Independent Residents Group
PP238,Rainham Resident's Association,Rainham & South Hornchurch Residents Group
PP238,Rainham Resident's Association,Rainham's Independent Local Residents Group
PP238,Rainham Resident's Association,South Hornchurch Independent Local Residents Group
PP238,Rainham Resident's Association,South Hornchurch Independent Residents Group
PP238,Rainham Resident's Association,Dagenham and Rainham Independent Residents Group
PP238,Rainham Resident's Association,Rainham and Dagenham Independent Residents Group
PP391,Cardiff Independent Citizens,
PP447,National Republican And Democratic Party,
PP454,Open-Forum,
PP478,Centreground Party,
PP480,Iraq War. Not In My Name,
PP485,Max Power Party,
PP497,Natural Partnership of Great Britain,
PP512,One London,
PP512,One London,One London (Leader Damian Hockney)
PP529,Hounslow Independent Alliance,
PP529,Hounslow Independent Alliance,Bedfont Independent Alliance
PP529,Hounslow Independent Alliance,Hanworth Independent Alliance
PP529,Hounslow Independent Alliance,Feltham Independent Alliance
PP529,Hounslow Independent Alliance,Heston Independent Alliance
PP529,Hounslow Independent Alliance,Cranford Independent Alliance
PP529,Hounslow Independent Alliance,Isleworth Independent Alliance
PP529,Hounslow Independent Alliance,Brentford Independent Alliance
PP529,Hounslow Independent Alliance,Syon Independent Alliance
PP550,Space Navies Party,
PP3978,Oxted & Limpsfield Residents Group,
PP3978,Oxted & Limpsfield Residents Group,OLRG - Oxted & Limpsfield Residents Group
PP154,The Lower Excise Duty Party,
PP510,World Truth Coalition,
PP729,Edinburgh Residents Party,
PP2707,National Front,
PP376,Common Good,
PP605,mums4justice,
PP612,The Car Party,
PP903,Sandwell Traditional Independent Party,
PP903,Sandwell Traditional Independent Party,Traditional Values
PP903,Sandwell Traditional Independent Party,Working For You
PP903,Sandwell Traditional Independent Party,STIP
PP2215,Valley Independents,
PP2215,Valley Independents,Valley Independents working in the Community
PP2342,The Roman Party. Ave,
PP2626,Consensus,
PP2626,Consensus,"The People Lead, Politicians Follow"
PP2626,Consensus,Locally Informed Health and Social Care
PP2626,Consensus,Ensuring That Every Vote Counts
PP2626,Consensus,Enhancing Environments For All
PP2626,Consensus,Equal Opportunities in Education for All
PP2715,Party of Dissent,
PP2715,Party of Dissent,Independents Against Social Injustice
PP2722,Cardiff North Party,
PP668,Direct Democracy (Communist) Party,
PP668,Direct Democracy (Communist) Party,"Production, distribution, communication - owned in common"
PP668,Direct Democracy (Communist) Party,"Fully automated-continuous production, transportation, communication"
PP668,Direct Democracy (Communist) Party,Party of the proletarians - of communists
PP668,Direct Democracy (Communist) Party,Defeat the bourgeoisie - present day barbarians
PP668,Direct Democracy (Communist) Party,Make machines slave to men
PP668,Direct Democracy (Communist) Party,Achieve abundance - get rid of money
PP668,Direct Democracy (Communist) Party,Party of Stalin - of building communism
PP668,Direct Democracy (Communist) Party,Party of World Proletarians - World Communists
PP668,Direct Democracy (Communist) Party,Party of Direct Democracy - of abundance
PP702,Llais Gwynedd - The Voice of Gwynedd,
PP834,Humanity,
PP1958,Something New,
PP1958,Something New,Nothing borrowed. Nothing old. Something New.
PP1958,Something New,You can have something better
PP1958,Something New,The old politics working for you?
PP1958,Something New,No more of the same
PP185,Putting Croydon First!,
PP185,Putting Croydon First!,Putting Addiscombe & Ashburton First!
PP185,Putting Croydon First!,Putting Broad Green & Waddon First!
PP185,Putting Croydon First!,Putting Coulsdon First!
PP185,Putting Croydon First!,Putting Croham First!
PP185,Putting Croydon First!,Putting Fairfield & Heathfield First!
PP185,Putting Croydon First!,Putting New Addington & Fieldway First!
PP185,Putting Croydon First!,Putting Norbury & Upper Norwood First!
PP185,Putting Croydon First!,Putting Purley & Kenley First!
PP185,Putting Croydon First!,Putting Sanderstead & Selsdon First!
PP185,Putting Croydon First!,Putting Shirley First!
PP185,Putting Croydon First!,Putting South Norwood & Selhurst First!
PP185,Putting Croydon First!,Putting Thornton Heath First!
PP731,Democratic Independence Party,
PP779,English Radical Alliance,
PP779,English Radical Alliance,The Party of England
PP779,English Radical Alliance,The Radical Alternative for England
PP786,The Buckinghamshire Campaign for Democracy,
PP786,The Buckinghamshire Campaign for Democracy,Independent (Buckinghamshire Campaign for Democracy)
PP856,All The South Party,
PP856,All The South Party,Party of the Southern Shires
PP856,All The South Party,Fair government for Southern England
PP856,All The South Party,Representing the people of Southern England
PP856,All The South Party,Speaking for the whole of Wessex
PP856,All The South Party,From Cornwall to Kent
PP856,All The South Party,Speaking for our homeland
PP856,All The South Party,Representing Wessex and Southern England
PP856,All The South Party,The party for Southern folk
PP856,All The South Party,The party for all Wessexers
PP856,All The South Party,A.T.S.P.
PP868,Jannen will put Brent North First,
PP868,Jannen will put Brent North First,"203 Council staff earn over £65,000!"
PP868,Jannen will put Brent North First,Freeze Brent North Council Taxes
PP868,Jannen will put Brent North First,Cut Brent North Council Taxes
PP868,Jannen will put Brent North First,"203 Council Managers earn over £65,000"
PP868,Jannen will put Brent North First,"Lower Council Tax, Cut Brent Managers"
PP868,Jannen will put Brent North First,Lower Council Tax. Cut Brent Management
PP868,Jannen will put Brent North First,Brent North Needs An Independent MP
PP868,Jannen will put Brent North First,"Cut 150 Council earners over £65,000"
PP868,Jannen will put Brent North First,Brent North Deserves An Independent MP
PP868,Jannen will put Brent North First,An Independent MP serves YOU better
PPm899,Peasedown 1st,
PP6709,Birmingham Worker,
PP6709,Birmingham Worker,The Birmingham Worker
PP6709,Birmingham Worker,Birmingham Worker candidate
PP6709,Birmingham Worker,Birmingham Worker: against the cuts
PP6709,Birmingham Worker,a Birmingham Worker
PP6711,Tunbridge Wells Alliance,
PP383,Pensioners Party,
PP383,Pensioners Party,For All Ages
PP383,Pensioners Party,The Party for English Pensioners
PP383,Pensioners Party,Pensioners Party
PP383,Pensioners Party,It Comes To Us All
PP383,Pensioners Party,The Largest English Pressure Group
PP383,Pensioners Party,Experience and Maturity in English Politics
PP383,Pensioners Party,Restoring Maturity and Responsibility to Politics
PP383,Pensioners Party,Representing Pensioners Present & Future
PP383,Pensioners Party,Representing All Ages in England
PP383,Pensioners Party,The Mature Choice for Mature Voters
PP686,Pelsall Independent Alliance,
PP2638,World Peace Through Song,
PP2727,The Independent Party For East Staffordshire,
PPm2784,Independents for Seaford,
PPm2784,Independents for Seaford,A local voice for our town
PPm2784,Independents for Seaford,Residents of Seaford
PP240,Independent - Putting Putney First,
PP396,City Independents,
PP492,Mainstream,
PP872,Save King George Hospital,
PP872,Save King George Hospital,Save Iking George Hospital
PP877,The Groove Party,
PP877,The Groove Party,Groove logo
PP884,Spiritual Unity Party,
PP884,Spiritual Unity Party,Uniting the spirit of the nation
PP884,Spiritual Unity Party,Uniting the nation's spirit
PP884,Spiritual Unity Party,Putting the soul back into politics
PP884,Spiritual Unity Party,Awakening the spirit of the nation
PP884,Spiritual Unity Party,"Conscience and politics, hand in hand"
PP889,British Freedom Party,
PP889,British Freedom Party,British Freedom
PP889,British Freedom Party,The British Freedom Party
PPm891,Great Aycliffe Independents,
PP820,REPRESENT,
PP820,REPRESENT,You decide
PP825,United Kingdom People Quality Life Party,
PP837,Restoration Party,
PP837,Restoration Party,We will fix Britain
PP907,Sutton on Sea First,
PP907,Sutton on Sea First,Sutton on Sea First - Independent
PP907,Sutton on Sea First,Mablethorpe & Trusthorpe First
PP907,Sutton on Sea First,Mablethorpe & Sutton on Sea First
PP907,Sutton on Sea First,Independent - Alford First
PP907,Sutton on Sea First,Independent - Mablethorpe First
PP907,Sutton on Sea First,Alford & Sutton on Sea First
PP907,Sutton on Sea First,Independent - Sutton on Sea First
PP907,Sutton on Sea First,Sutton on Sea First - Non-political
PP907,Sutton on Sea First,Sutton on Sea First
PPm1709,Heart of Puriton,
PP2651,The Priority Party,
PP2651,The Priority Party,Bringing facts and honesty to government
PP2651,The Priority Party,For the betterment of the many
PP6735,Campaign Against Pedestrianisation of Oxford Street,
PP249,Devizes Guardians,
PP737,Moorlands Democratic Alliance,
PP852,The Macclesfield Independent,
PP852,The Macclesfield Independent,Cheshire Independent Alliance
PP852,The Macclesfield Independent,Cheshire Taxpayers' Alliance
PP852,The Macclesfield Independent,Prestbury First
PP852,The Macclesfield Independent,Bollington First
PP852,The Macclesfield Independent,Vote Independent
PP852,The Macclesfield Independent,Vote Independent.co.uk
PP852,The Macclesfield Independent,Macclesfield First
PP852,The Macclesfield Independent,Poynton First
PP852,The Macclesfield Independent,Wilmslow First
PP852,The Macclesfield Independent,Disley First
PP852,The Macclesfield Independent,Tytherington First
PP852,The Macclesfield Independent,Handforth First
PP2051,Alliance Party of Scotland,
PP2051,Alliance Party of Scotland,Working for a fair energy policy
PP2645,New Parliament Party,
PP2791,English Futures Party,
PP2791,English Futures Party,Respecting Our Shared History
PP2791,English Futures Party,Building New Futures
PP2791,English Futures Party,"Respecting Our History, Building New Futures"
PP2791,English Futures Party,Building the People's Brexit
PP2791,English Futures Party,For English people of all backgrounds
PP2791,English Futures Party,"For All, For England"
PP2791,English Futures Party,Protecting Human and Natural Environments
PP2791,English Futures Party,Global Co-operation for England
